croissance,reduction,gain,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
-2.0,2.5,4.5,1.0,0.975155193732497,0.9498469098374969,0.9059585543924991,0.8666385513874999,0.8193286377725013,0.7780738969674986,0.7289472694874977,0.6882370194475036,0.6544232685774978,0.6227930792350014,0.5914095674949992,0.5557377110624985,0.5189028435825003,0.48371987921250137,0.44020149860500046,0.3926804970324983,0.3496617666674998,0.3093148960774989,0.27145220767000067,0.2336269926125005,0.1965268858724995,0.15642717151999957,0.1257238621775002,0.0988637766174998,0.07162295269749985
-2.0,2.5,5.0,1.0,0.975155193732497,0.9498469098374969,0.9059585543924991,0.8666385513874999,0.8193286377725013,0.7780738969674986,0.7289472694874977,0.6882370194475036,0.6544232685774978,0.6227930792350014,0.5914095674949992,0.5557377110624985,0.5189028435825003,0.48371987921250137,0.44020149860500046,0.3926804970324983,0.3496617666674998,0.3093148960774989,0.27145220767000067,0.2336269926125005,0.1965268858724995,0.15642717151999957,0.1257238621775002,0.0988637766174998,0.07162295269749985
-2.0,5.0,0.0,1.0,0.971437924,0.942132288,0.894443069,0.852008277,0.802728564,0.757445201,0.705254471,0.660341587,0.626717857,0.591103432,0.56406116,0.52999408,0.494104599,0.461870441,0.420684056,0.377497157,0.336663003,0.299546619,0.264791934,0.232061062,0.200724349,0.166815217,0.138774465,0.112321718,0.087465495
-2.0,5.0,0.5,1.0,0.9724347798124938,0.9445985457849971,0.8980929235474976,0.8567705312849994,0.8084655044025029,0.7641920423674975,0.7125721982324962,0.6696232661550031,0.6359241427799966,0.6013031049450034,0.5745118567674965,0.5400146909374984,0.5035797425549996,0.4711328802550018,0.42880223771500015,0.384350601814998,0.34327707299499993,0.30570112493249857,0.26985258465750056,0.23657991745749998,0.2037565718899995,0.16720311391999976,0.13867010297249935,0.11139333802249979,0.08614132582749999
-2.0,5.0,1.0,1.0,0.972466837664994,0.9447149983399972,0.8984269161374975,0.8571818338949992,0.8088189959850027,0.7649275663299977,0.713121300547496,0.669939681705003,0.6360969279224967,0.6014511819700034,0.5744694343849965,0.5399958393849983,0.5035069582574996,0.47089966130750177,0.42872106433500023,0.38429245173999804,0.3432459733574999,0.3056812359824985,0.2700582530175005,0.2367004338725,0.20376951318249947,0.16710919592249976,0.13859121044749936,0.11132860696499979,0.08608988644250001
-2.0,5.0,1.5,1.0,0.9720429452149949,0.9437550223574966,0.8970335685274968,0.855233664954999,0.8063463805050028,0.7619065126099983,0.7100215113674977,0.6661899355675022,0.6322141184824968,0.5974814311750024,0.5701367777074977,0.5367394291949987,0.5002472293799997,0.4677739695525014,0.4255571475250002,0.38098574955999837,0.3403613873524997,0.30284492471249913,0.2667777209450006,0.2329581697550002,0.19951277204749915,0.1621930215674994,0.13391119367750004,0.10715507513499971,0.08206270993499994
-2.0,5.0,2.0,1.0,0.9724185243074956,0.944490922129997,0.8978533918874974,0.8559926655549995,0.8074146511200031,0.7626988681174985,0.7111076376624983,0.6668599244350016,0.6321186360974974,0.5959297489900025,0.5684943576349986,0.5356016040849987,0.4983528868474998,0.46641045568250156,0.4241351882074999,0.37957698712749866,0.3383696852599998,0.3005322952574991,0.26477548556750063,0.2303542237550003,0.19716891475749904,0.15962256803499955,0.13085846663500011,0.10403848964249987,0.07918890858749998
-2.0,5.0,2.5,1.0,0.9723354818099957,0.9442640238124972,0.8976463091324974,0.8557640490999998,0.8072593321275029,0.7623461407299983,0.7107822740824985,0.6661204626300017,0.6313269037674974,0.5953357593675024,0.5676751372224986,0.5348848495224988,0.49743318449749985,0.4660297148375016,0.423949975635,0.37955095287249874,0.33843983001499983,0.3003894192874991,0.26461008314750056,0.23030194833500023,0.19718963432749903,0.15981894793999957,0.1311012297625001,0.10431575339999988,0.07967582652749998
-2.0,5.0,3.0,1.0,0.9721159306549958,0.9438141529124979,0.8965455348124984,0.8544205215099998,0.8049880149800022,0.7599539791349977,0.7079025637674984,0.6625273400800026,0.6280331200849968,0.5924289563125026,0.5643145105224989,0.5314620510974989,0.4932827149174996,0.4622886577000018,0.4205516020799998,0.37633293021499853,0.3350669410825,0.2972679284424987,0.26085927663750036,0.22657017539500024,0.19331974857249906,0.15562419262000016,0.1264766656849999,0.09983403809250019,0.075503352955
-2.0,5.0,3.5,1.0,0.971995154829996,0.9436672347099981,0.8963134985624986,0.8542288819049998,0.8048071746450018,0.7596553465349978,0.7077240011024983,0.6626728226175027,0.6280726861474967,0.5915815098300028,0.5638343157249992,0.5311805598674991,0.49278309279749977,0.4617176332225018,0.419459373315,0.37512536307749866,0.3342028073150001,0.2965019428274987,0.2598267928475003,0.22537161089000055,0.191718306937499,0.15420508438250022,0.12565659630499973,0.09935974437500023,0.0749942775450001
